,package,version,update_date,depends,makedepends,checkdepends,opt_depends
7031,python-cairosvg,2.1.3,2018-01-03T17:47:00.287Z,python-cairocffi python-cssselect2 python-defusedxml python-pillow python-tinycss2,python-setuptools,python2-pytest-cov python2-pytest-flake8 python2-pytest-isort python2-pytest-runner python-pytest-cov python-pytest-flake8 python-pytest-isort python-pytest-runner,
7032,python-canonicaljson,1.1.3,2018-04-13T19:04:59.946Z,python python-frozendict python-simplejson,python2-frozendict python2-setuptools python2-simplejson python-frozendict python-setuptools python-simplejson,,
7033,python-capstone,3.0.4,2017-07-11T06:48:02.291Z,capstone python,glibc python python2,,
7034,python-case,1.5.3,2017-02-23T06:33:32.166Z,python-nose,git python2-mock python2-nose python2-unittest2 python-nose,python2-coverage python-coverage,
7035,python-cchardet,2.1.1,2017-07-03T09:10:12.171Z,python,cython cython2 python2-setuptools python-setuptools,,
7036,python-celery,4.1.0,2017-08-12T06:00:05.704Z,python-billiard python-kombu python-pytz,python2-billiard python2-kombu python2-pytz python2-setuptools python-billiard python-kombu python-pytz python-setuptools,python2-boto python2-case python2-eventlet python2-gevent python2-librabbitmq python2-msgpack python2-pymongo python2-pyopenssl python2-pyro python2-pytest-runner python2-pyzmq python2-redis python2-sqlalchemy python2-yaml python-boto python-case python-eventlet python-gevent python-msgpack python-pymongo python-pyopenssl python-pyro python-pytest-runner python-pyzmq python-redis python-sqlalchemy python-yaml,python-boto: for SQS transport python-msgpack: for using the msgpack serializer python-pymongo: for celery.backends.mongodb python-pyopenssl: for celery.security python-pyro: for using Pyro4 message transport python-pyzmq: for using ZeroMQ transport python-redis: for celery.backends.redis python-sqlalchemy: for celery.backends.database python-yaml: for using the yaml serializer
7037,python-certifi,2018.4.16,2018-04-17T13:43:08.857Z,python,python2-setuptools python-setuptools,,
7038,python-cffi,1.11.5,2018-03-06T21:04:31.860Z,python-pycparser,python2-pycparser python2-setuptools python-pycparser python-setuptools,python2-pytest-runner python-pytest-runner,
7039,python-chameleon,3.2,2017-10-06T13:32:18.422Z,python,python2-setuptools python-setuptools,,
7040,python-characteristic,14.3.0,2018-02-15T05:11:10.849Z,python,python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
7041,python-chardet,3.0.4,2017-06-09T15:07:26.839Z,python-setuptools,python2-setuptools python-setuptools,,
7042,python-cheroot,6.2.4,2018-04-23T09:56:25.496Z,python-six,python2-backports.functools_lru_cache python2-backports.unittest_mock python2-setuptools-scm python2-six python-setuptools-scm python-six tree,,
7043,python-cherrypy,14.2.0,2018-04-23T10:01:40.278Z,python python-cheroot python-jaraco python-portend python-six,python2-cheroot python2-portend python2-setuptools python2-setuptools-scm python2-six python2-tox python-cheroot python-portend python-setuptools python-setuptools-scm python-six python-tox,,
7044,python-cinderclient,3.5.0,2018-03-16T10:22:15.826Z,python-babel python-keystoneclient python-oslo-utils python-pbr python-prettytable python-requests python-six,python2-babel python2-keystoneclient python2-oslo-utils python2-pbr python2-prettytable python2-requests python2-setuptools python-babel python-keystoneclient python-oslo-utils python-pbr python-prettytable python-requests python-setuptools,python2-ddt python2-oslotest python2-requests-mock python2-stestr python-ddt python-oslotest python-requests-mock python-stestr,
7045,python-cjkwrap,2.2,2018-01-04T02:39:56.810Z,python,python2-setuptools python-setuptools,,
7046,python-click,6.7,2017-01-09T23:08:44.437Z,python,python2-setuptools python-setuptools,,
7047,python-click-log,0.2.1,2018-02-17T00:47:58.781Z,python-click,python2-setuptools python-setuptools,python2-click python2-pytest python-click python-pytest,
7048,python-click-threading,0.4.4,2018-02-17T00:44:32.242Z,python-click,python2-setuptools python-setuptools,python2-click python2-futures python2-pytest python-click python-pytest,
7049,python-cliff,2.11.0,2018-01-19T04:26:24.485Z,python-cmd2 python-pbr python-prettytable python-pyparsing python-six python-stevedore python-yaml,git python2-cmd2 python2-pbr python2-prettytable python2-pyparsing python2-setuptools python2-stevedore python2-unicodecsv python2-yaml python-cmd2 python-pbr python-prettytable python-pyparsing python-setuptools python-stevedore python-yaml,python2-mock python2-oslosphinx python2-sphinx python2-testrepository python2-testscenarios python-mock python-oslosphinx python-sphinx python-testrepository python-testscenarios,
7050,python-clint,0.5.1,2017-04-21T12:51:05.158Z,python,python python2,,
7051,python-cloudflare,2.1.0,2018-03-04T07:44:27.681Z,python-future python-jsonlines python-requests python-yaml,python2-future python2-jsonlines python2-requests python2-setuptools python2-yaml python-future python-jsonlines python-requests python-setuptools python-yaml,python2-pytest python-pytest,
7052,python-cloudpickle,0.5.2,2018-02-03T18:21:47.630Z,python-setuptools,python2-setuptools python-setuptools,,
7053,python-cmd2,0.8.2,2018-04-04T18:55:59.240Z,python-pyparsing python-pyperclip,python2-contextlib2 python2-pyparsing python2-pyperclip python2-setuptools python2-subprocess32 python-pyparsing python-pyperclip python-setuptools,python2-mock python2-pytest-runner python2-pytest-xdist python-mock python-pytest-runner python-pytest-xdist vi,
7054,python-colorama,0.3.9,2017-05-04T04:18:37.027Z,python,python2-setuptools python-setuptools,python2-mock python-mock,
7055,python-colorclass,2.2.0,2017-09-27T15:55:14.047Z,python,python python2 python2-setuptools python-setuptools,python2-docopt python2-pytest python-docopt python-pytest,
7056,python-commonmark,0.7.5,2018-03-15T02:40:29.027Z,python-docutils python-future,python2-docutils python2-future python2-setuptools python2-sphinx python-docutils python-future python-setuptools python-sphinx,python2-hypothesis python-hypothesis,
7057,python-configargparse,0.12.0,2017-05-25T07:19:06.458Z,python,python2-setuptools python-setuptools,python2-yaml python-yaml,python-yaml: for YAML support
7058,python-configobj,5.0.6,2017-01-06T08:11:38.426Z,python-six,python python2,,
7059,python-constantly,15.1.0,2017-01-06T08:19:36.012Z,python,git python2-setuptools python-setuptools,python2-pytest-runner python2-twisted python-pytest-runner python-twisted,
7060,python-construct,2.9.34,2018-02-24T16:56:27.006Z,python,python2-setuptools python-setuptools,python2-arrow python2-enum34 python2-numpy python2-pytest-benchmark python2-pytest-runner python-arrow python-numpy python-pytest-benchmark python-pytest-runner,python-arrow: for Timestamp python-numpy: for array serialization with Numpy protocol
7061,python-cookies,2.2.1,2017-06-11T05:22:03.708Z,python,python2-setuptools python-setuptools,python2-pytest-runner python-pytest-runner,
7062,python-couchdb,1.1,2017-01-06T08:11:45.158Z,python-setuptools,git python2-setuptools python-setuptools,couchdb python-pifpaf,
7063,python-coverage,4.5.1,2018-02-11T05:18:13.903Z,python,python2-setuptools python-setuptools,python2-flaky python2-greenlet python2-mock python2-pycontracts python2-pyenchant python2-pylint python2-pytest-xdist python2-unittest-mixins python2-virtualenv python-flaky python-greenlet python-mock python-pycontracts python-pyenchant python-pylint python-pytest-xdist python-unittest-mixins python-virtualenv,
7064,python-cram,0.7,2017-01-06T08:11:30.178Z,python,git python python2,,
7065,python-crayons,0.1.2,2017-08-26T14:15:00.485Z,python-colorama,python2-colorama python2-setuptools python-colorama python-setuptools,,
7066,python-crypto,2.6.1,2017-01-15T22:38:50.889Z,gmp python,gmp python python2,,
7067,python-cryptography,2.2.2,2018-03-28T16:13:23.555Z,python-asn1crypto python-cffi python-idna python-setuptools python-six,python2-asn1crypto python2-cffi python2-enum34 python2-idna python2-ipaddress python2-pyasn1 python2-setuptools python2-six python-asn1crypto python-cffi python-idna python-pyasn1 python-setuptools python-six,python2-cryptography-vectors=2.2.2 python2-hypothesis python2-iso8601 python2-pretend python2-pytest-runner python2-pytz python-cryptography-vectors=2.2.2 python-hypothesis python-iso8601 python-pretend python-pytest-runner python-pytz,
7068,python-cryptography-vectors,2.2.2,2018-03-28T15:47:49.957Z,python,python2-setuptools python-setuptools,,
7069,python-cssselect,1.0.3,2017-12-28T01:06:58.369Z,python,python2-setuptools python-setuptools,python2-lxml python2-pytest-runner python-lxml python-pytest-runner,
7070,python-cssselect2,0.2.1,2017-10-06T06:53:04.290Z,python-tinycss2,python2-setuptools python2-tinycss2 python-setuptools python-tinycss2,python2-pytest-cov python2-pytest-flake8 python2-pytest-isort python2-pytest-runner python-pytest-cov python-pytest-flake8 python-pytest-isort python-pytest-runner,
7071,python-cssutils,1.0.2,2017-03-15T18:30:43.600Z,python,python2-setuptools python-setuptools,python2-mock,
7072,python-curtsies,0.3.0,2018-02-21T01:08:08.503Z,python-blessings python-wcwidth,python2-setuptools python-setuptools,,
7073,python-cvxopt,1.1.9,2017-06-28T18:18:47.461Z,python suitesparse,dsdp fftw glpk gsl python python2 suitesparse,,dsdp: solver for linear cone semidefinite programming problems fftw: for FFTW interface glpk: solver for linear cone and PWL programming problems gsl: for custom random number generators
7074,python-cx_freeze,5.1,2018-03-03T03:26:53.186Z,python,python python2,,
7075,python-cycler,0.10.0,2017-01-06T08:11:41.944Z,python-six,git python2-setuptools python2-six python-setuptools python-six,python2-coverage python2-nose python-coverage python-nose,
7076,python-cypari2,1.1.4,2018-02-05T16:50:25.823Z,python-cysignals,cython cython2 python2-cysignals python-cysignals,,
7077,python-cysignals,1.7.1,2018-04-17T12:35:46.866Z,pari python,cython cython2 pari,,
7078,python-d2to1,0.2.12.post1,2018-01-26T22:17:09.693Z,python,python2-setuptools python-setuptools,,
7079,python-dae,1.0.2,2017-01-13T08:19:25.861Z,python-pyqt5 python-xlib,git,,
7080,python-daemon,2.1.2,2017-12-02T19:01:48.725Z,python python-docutils python-lockfile,python2-docutils python2-lockfile python2-setuptools python-docutils python-lockfile python-setuptools,python2-mock python2-testscenarios python-mock python-testscenarios,
7081,python-daemonize,2.4.7,2017-01-14T20:32:58.238Z,python,python2-setuptools python-setuptools,,
7082,python-daiquiri,1.3.0,2017-09-17T15:08:09.272Z,python,python2-pbr python-pbr,python2-json-logger python2-testrepository python2-testtools python-json-logger python-testrepository python-testtools,python-json-logger: For JSON support
7083,python-dateutil,2.7.2,2018-03-26T16:27:54.513Z,python-six,python2-setuptools python2-six python-setuptools python-six,python2-freezegun python2-pytest python-freezegun python-pytest,
7084,python-dbus,1.2.6,2018-01-30T10:33:47.818Z,dbus glib2 python python-dbus-common,autoconf-archive docutils python python2,,
7085,python-dbus-common,1.2.6,2018-01-30T10:33:47.874Z,,autoconf-archive docutils python python2,,
7086,python-ddt,1.1.2,2018-03-06T21:00:29.252Z,python,python2-setuptools python-setuptools,python2-mock python2-nose python2-yaml python-mock python-nose python-yaml,
7087,python-debtcollector,1.19.0,2017-12-04T16:48:08.017Z,python-babel python-pbr python-six python-wrapt,python2-babel python2-funcsigs python2-pbr python2-setuptools python2-wrapt python-babel python-pbr python-setuptools python-wrapt,python2-oslotest python-oslotest,
7088,python-decorator,4.3.0,2018-04-19T18:57:34.456Z,python,python python2 python2-setuptools python-setuptools,,
7089,python-defusedxml,0.5.0,2017-02-16T01:18:21.705Z,python,python2-setuptools python-setuptools,,
7090,python-deprecation,1.1,2018-02-02T14:04:09.385Z,python,python2-setuptools python-setuptools,python2-unittest2,
7091,python-diff-match-patch,20121119,2017-07-13T08:07:29.156Z,python,python python2 python2-setuptools python-setuptools,,
7092,python-digitalocean,1.13.2,2017-12-22T05:42:02.828Z,python-jsonpickle python-requests,python2-jsonpickle python2-requests python2-setuptools python-jsonpickle python-requests python-setuptools,python2-pytest-runner python2-responses python-pytest-runner python-responses,
7093,python-discid,1.1.1,2017-01-29T17:40:56.294Z,libdiscid python,python python2,,
7094,python-distorm,3.3.4,2017-01-06T08:13:37.859Z,python,glibc python python2,,
7095,python-distro,1.2.0,2018-01-15T01:35:04.481Z,python python-setuptools,python2-setuptools python2-sphinx python-setuptools python-sphinx,python2-pytest python-pytest,
7096,python-distutils-extra,2.39,2017-01-06T08:11:31.861Z,intltool python,intltool python2-setuptools python-setuptools,,
7097,python-django,1.11.13,2018-05-03T18:58:53.890Z,python python-pytz python-setuptools,python python2 python2-setuptools python-setuptools,,python-psycopg2: for PostgreSQL backend
7098,python-django-extensions,2.0.7,2018-04-26T08:17:13.358Z,python-django python-six,python2-setuptools python-setuptools,,graphviz: graph_models extension ipython: shell_plus extension python-werkzeug: runserver_plus extension
7099,python-django-modeltranslation,0.12.2,2018-03-15T14:12:44.399Z,python-django,python2-setuptools python-setuptools,,
7100,python-django-picklefield,1.0.0,2017-07-04T22:09:29.719Z,python-django,python2-setuptools python-setuptools,,
7101,python-django-q,0.9.4,2018-03-15T14:12:44.337Z,python-arrow python-blessed python-django python-django-picklefield python-future python-six,python2-django python2-setuptools python2-six python-django python-setuptools python-six,,
7102,python-dnslib,0.9.7,2017-01-16T06:53:19.106Z,python,python python2,,
7103,python-dnspython,1.15.0,2017-01-06T08:11:23.812Z,python,python2-setuptools python-setuptools,,
7104,python-docker,3.3.0,2018-04-26T11:49:07.946Z,python-docker-pycreds python-requests python-six python-websocket-client,python2-backports.ssl_match_hostname python2-docker-pycreds python2-ipaddress python2-pip python2-requests python2-six python2-websocket-client python-docker-pycreds python-pip python-requests python-six python-websocket-client,docker flake8 python2-flake8 python2-mock python2-pytest-cov python-mock python-pytest-cov,
7105,python-dockerpty,0.4.1,2017-01-06T08:11:28.409Z,python-docker-py python-six,git python2-docker-py python2-setuptools python2-six python-docker-py python-setuptools python-six,python2-expects python2-pytest python-expects python-pytest,
7106,python-docker-pycreds,0.2.3,2018-04-26T11:56:43.982Z,python-six,git python2-setuptools python-setuptools,flake8 python2-flake8 python2-pytest-cov python2-pytest-runner python-pytest-cov python-pytest-runner,
7107,python-docopt,0.6.2,2017-01-06T08:11:49.156Z,python,python2-setuptools python-setuptools,,
7108,python-docs,3.6.5,2018-04-21T20:36:44.926Z,,,,
7109,python-docutils,0.14,2017-08-19T19:43:44.786Z,python,python python2,,
7110,python-dogpile.cache,0.6.5,2018-03-06T20:22:10.555Z,python-setuptools,python2-setuptools python-setuptools,memcached python2-mako python2-memcached python2-mock python2-pifpaf python2-pylibmc python2-pytest-cov python2-pytest-runner python2-redis python-mako python-mock python-pifpaf python-pylibmc python-pytest-cov python-pytest-runner python-redis redis,
